,Kindom,Phylum,Class,Order,Family,Genus,Species
FDZ074.WuYW10.12.dereplicated_genomes.bin.57,Bacteria,Patescibacteria,Paceibacteria,UBA6257,UBA11618,,
FDZ074.WuYW12.14.dereplicated_genomes.bin.44,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ074.WuYW12.14.dereplicated_genomes.bin.49,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,,,
FDZ074.WuYW12.14.dereplicated_genomes.bin.53,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ074.WuYW14.16.dereplicated_genomes.bin.28,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ074.WuYW22.24.dereplicated_genomes.bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ074.WuYW4.6.dereplicated_genomes.bin.26,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,,
FDZ074.WuYW4.6.dereplicated_genomes.bin.55,Bacteria,TA06,DG-26,,,,
FDZ076.BkWG0.2.dereplicated_genomes.bin.19,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.BkWG10.12.dereplicated_genomes.bin.16,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ076.BkWG10.12.dereplicated_genomes.bin.2,Bacteria,Acidobacteriota,Acidobacteriae,,,,
FDZ076.BkWG10.12.dereplicated_genomes.bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ076.BkWG10.12.dereplicated_genomes.bin.58,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,01-FULL-45-10b,,
FDZ076.BkWG12.14.dereplicated_genomes.bin.84,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ076.BkWG16.18.dereplicated_genomes.bin.103,Bacteria,,,,,,
FDZ076.BkWG16.18.dereplicated_genomes.bin.84,Bacteria,Armatimonadota,UBA5377,UBA5377,,,
FDZ076.BkWG18.20.dereplicated_genomes.bin.32,Bacteria,Patescibacteria,Gracilibacteria,,,,
FDZ076.BkWG18.20.dereplicated_genomes.bin.47,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2135,,
FDZ076.BkWG18.20.dereplicated_genomes.bin.68,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,,
FDZ076.BkWG18.20.dereplicated_genomes.bin.73,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ076.BkWG2.4.dereplicated_genomes.bin.12,Bacteria,Marinisomatota,,,,,
FDZ076.BkWG20.22.dereplicated_genomes.bin.18,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,,
FDZ076.BkWG22.24.dereplicated_genomes.bin.33,Bacteria,Nitrospirota,Nitrospiria,,,,
FDZ076.BkWG22.24.dereplicated_genomes.bin.61,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ076.BkWG24.26.dereplicated_genomes.bin.137,Bacteria,Elusimicrobiota,,,,,
FDZ076.BkWG24.26.dereplicated_genomes.bin.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
FDZ076.BkWG24.26.dereplicated_genomes.bin.45,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,SMWN01,
FDZ076.BkWG26.28.dereplicated_genomes.bin.101,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ076.BkWG26.28.dereplicated_genomes.bin.107,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ076.BkWG26.28.dereplicated_genomes.bin.137,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,
FDZ076.BkWG26.28.dereplicated_genomes.bin.24,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6522,UBA6522,,
FDZ076.BkWG26.28.dereplicated_genomes.bin.41,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ076.BkWG26.28.dereplicated_genomes.bin.56,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ076.BkWG26.28.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ076.BkWG26.28.dereplicated_genomes.bin.83,Bacteria,Latescibacterota,UBA2968,UBA2968,UBA2968,,
FDZ076.BkWG34.36.dereplicated_genomes.bin.13,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076.BkWG34.36.dereplicated_genomes.bin.5,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ076.GGR0.2.dereplicated_genomes.bin.108,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ076.GGR0.2.dereplicated_genomes.bin.127,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ076.GGR0.2.dereplicated_genomes.bin.64,Bacteria,Acidobacteriota,UBA890,UBA890,,,
FDZ076.GGR14.16.dereplicated_genomes.bin.2,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ076.GGR14.16.dereplicated_genomes.bin.37,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076.GGR14.16.dereplicated_genomes.bin.7,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ076.GGR16.18.dereplicated_genomes.bin.48,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.GGR6.8.dereplicated_genomes.bin.67,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,
FDZ076.GGR8.10.dereplicated_genomes.bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ076.GGR8.10.dereplicated_genomes.bin.83,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ076.RBkR16.18.dereplicated_genomes.bin.22,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ076.RBkR16.18.dereplicated_genomes.bin.6,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,,
FDZ076.RGWu0.2.dereplicated_genomes.bin.31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP110,
FDZ076.RGWu10.12.dereplicated_genomes.bin.115,Bacteria,Omnitrophota,Koll11,,,,
FDZ076.RGWu10.12.dereplicated_genomes.bin.142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
FDZ076.RGWu10.12.dereplicated_genomes.bin.31,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ076.RGWu10.12.dereplicated_genomes.bin.5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ076.RGWu10.12.dereplicated_genomes.bin.77,Bacteria,Marinisomatota,,,,,
FDZ076.RGWu10.12.dereplicated_genomes.bin.87,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ076.RGWu12.14.dereplicated_genomes.bin.24,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ076.RGWu12.14.dereplicated_genomes.bin.53,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ076.RGWu12.14.dereplicated_genomes.bin.86,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076.RGWu12.14.dereplicated_genomes.bin.89,Bacteria,,,,,,
FDZ076.RGWu12.14.dereplicated_genomes.bin.92,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,,,
FDZ076.RGWu14.16.dereplicated_genomes.bin.101,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ076.RGWu14.16.dereplicated_genomes.bin.99,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ076.RGWu2.4.dereplicated_genomes.bin.140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ076.RGWu2.4.dereplicated_genomes.bin.82,Bacteria,Poribacteria,WGA-4E,WGA-4E,,,
FDZ076.RGWu20.22.dereplicated_genomes.bin.81,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.RGWu20.22.dereplicated_genomes.bin.90,Bacteria,Nitrospirota,Nitrospiria,,,,
FDZ076.RGWu22.24.dereplicated_genomes.bin.90,Bacteria,Nitrospirota,,,,,
FDZ076.RGWu22.24.dereplicated_genomes.bin.92,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.RGWu24.26.dereplicated_genomes.bin.89,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.102,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.125,Bacteria,Omnitrophota,Koll11,1-14-0-20-64-10,1-14-0-20-64-10,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.140,Bacteria,Bdellovibrionota,,,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.157,Bacteria,,,,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.45,Bacteria,Planctomycetota,Planctomycetia,,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.82,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ076.RGWu26.28.dereplicated_genomes.bin.98,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ076.RGWu28.30.dereplicated_genomes.bin.4,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076.RGWu4.6.dereplicated_genomes.bin.184,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,,
FDZ076.RGWu4.6.dereplicated_genomes.bin.19,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ076.RGWu4.6.dereplicated_genomes.bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ076.RGWu4.6.dereplicated_genomes.bin.41,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ076.RGWu4.6.dereplicated_genomes.bin.45,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ076.RGWu6.8.dereplicated_genomes.bin.5,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ076.RGWu6.8.dereplicated_genomes.bin.9,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076.RRW0.2.dereplicated_genomes.bin.14,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ076.RRW20.22.dereplicated_genomes.bin.2,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ076.RRW20.22.dereplicated_genomes.bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ076.RRW4.6.dereplicated_genomes.bin.32,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076.WRG0.2.dereplicated_genomes.bin.139,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ076.WRG0.2.dereplicated_genomes.bin.145,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ076.WRG0.2.dereplicated_genomes.bin.169,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ076.WRG0.2.dereplicated_genomes.bin.170,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
FDZ076.WRG0.2.dereplicated_genomes.bin.178,Bacteria,Planctomycetota,UBA8742,,,,
FDZ076.WRG0.2.dereplicated_genomes.bin.99,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ076.WRG12.14.dereplicated_genomes.bin.59,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,CAIYRG01,
FDZ076.WRG14.16.dereplicated_genomes.bin.18,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076.WRG14.16.dereplicated_genomes.bin.57,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,,
FDZ076.WRG14.16.dereplicated_genomes.bin.94,Bacteria,Marinisomatota,,,,,
FDZ076.WRG2.4.dereplicated_genomes.bin.128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,
FDZ076.WRG20.22.dereplicated_genomes.bin.46,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ076.WRG4.6.dereplicated_genomes.bin.26,Bacteria,Acidobacteriota,UBA6911,RPQK01,,,
FDZ076.WRG4.6.dereplicated_genomes.bin.91,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ076.WRG8.10.dereplicated_genomes.bin.91,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,SLHB01,,
FDZ076.WRG8.10.dereplicated_genomes.bin.97,Bacteria,Patescibacteria,Paceibacteria,UBA9983,,,
FDZ076.WWWu14.16.dereplicated_genomes.bin.21,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ076.WWWu2.4.dereplicated_genomes.bin.40,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ076.WWWu2.4.dereplicated_genomes.bin.84,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ076.WWWu22.24.dereplicated_genomes.bin.7,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.WWWu4.6.dereplicated_genomes.bin.26,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rubricoccaceae,,
FDZ076.WWWu8.10.dereplicated_genomes.bin.26,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ076.WWWu8.10.dereplicated_genomes.bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ076.Wu2.4.dereplicated_genomes.bin.42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,NORP154,
FDZ076.Wu6.8.dereplicated_genomes.bin.10,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,UBA1369,,
FDZ076.Wu6.8.dereplicated_genomes.bin.101,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ076.Wu6.8.dereplicated_genomes.bin.17,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076.Wu6.8.dereplicated_genomes.bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,,
FDZ076.Wu6.8.dereplicated_genomes.bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
FDZ076.Wu6.8.dereplicated_genomes.bin.41,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
FDZ076.Wu6.8.dereplicated_genomes.bin.44,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ076.Wu6.8.dereplicated_genomes.bin.49,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076.Wu6.8.dereplicated_genomes.bin.69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,
FDZ076.Wu6.8.dereplicated_genomes.bin.7,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,,
FDZ076.Wu6.8.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ076.Wu6.8.dereplicated_genomes.bin.83,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ076.YW.A12.14.dereplicated_genomes.bin.32,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,,
FDZ076.YW.A14.16.dereplicated_genomes.bin.38,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ076.YW.A16.18.dereplicated_genomes.bin.41,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ076.YW.A16.18.dereplicated_genomes.bin.5,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ076.YW.A16.18.dereplicated_genomes.bin.61,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ076.YW.C0.2.dereplicated_genomes.bin.31,Bacteria,Chlamydiota,Chlamydiia,,,,
FDZ076.YW.C0.2.dereplicated_genomes.bin.71,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,SZUA-3,
FDZ076.YW.C2.4.dereplicated_genomes.bin.23,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,NP936,
FDZ076.YW.C4.6.dereplicated_genomes.bin.4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ076.YW.C6.8.dereplicated_genomes.bin.18,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,
FDZ076.YWWu10.12.dereplicated_genomes.bin.12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076.YWWu8.10.dereplicated_genomes.bin.19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,,,
FDZ076.YWWu8.10.dereplicated_genomes.bin.2,Bacteria,UBA10199,UBA10199,2-02-FULL-50-16,,,
FDZ076.YWWu8.10.dereplicated_genomes.bin.45,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ076.YWWu8.10.dereplicated_genomes.bin.5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ077.WuWW0.2.dereplicated_genomes.bin.176,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,SMWN01,
FDZ077.WuWW0.2.dereplicated_genomes.bin.72,Bacteria,,,,,,
FDZ077.WuWW0.2.dereplicated_genomes.bin.82,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,,
FDZ077.WuWW10.12.dereplicated_genomes.bin.120,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ077.WuWW10.12.dereplicated_genomes.bin.144,Bacteria,Planctomycetota,Brocadiae,,,,
FDZ077.WuWW10.12.dereplicated_genomes.bin.153,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,UBA2170,
FDZ077.WuWW10.12.dereplicated_genomes.bin.166,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ077.WuWW10.12.dereplicated_genomes.bin.174,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ077.WuWW10.12.dereplicated_genomes.bin.41,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ077.WuWW12.14.dereplicated_genomes.bin.110,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.113,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,XYB1-40-15,
FDZ077.WuWW18.20.dereplicated_genomes.bin.124,Bacteria,CG03,SLGR01,SLGR01,,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.13,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.29,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.37,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ077.WuWW18.20.dereplicated_genomes.bin.62,Bacteria,Atribacterota,JS1,SB-45,34-128,,
FDZ077.WuWW18.20.dereplicated_genomes.bin.73,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ077.WuWW4.6.dereplicated_genomes.bin.14,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ077.WuWW4.6.dereplicated_genomes.bin.22,Bacteria,Planctomycetota,SZUA-567,SZUA-567,,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.24,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.26,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.35,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ077.WuWW4.6.dereplicated_genomes.bin.41,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.44,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.46,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.71,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.83,Bacteria,SAR324,SAR324,SAR324,,,
FDZ077.WuWW4.6.dereplicated_genomes.bin.89,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ077.WuYW14.16.dereplicated_genomes.bin.3,Bacteria,SM23-31,SM23-31,,,,
FDZ077.WuYW14.16.dereplicated_genomes.bin.74,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,
FDZ077.WuYW16.18.dereplicated_genomes.bin.110,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ077.WuYW16.18.dereplicated_genomes.bin.41,Bacteria,Marinisomatota,,,,,
FDZ077.WuYW16.18.dereplicated_genomes.bin.43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ077.WuYW16.18.dereplicated_genomes.bin.60,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ077.WuYW8.10.dereplicated_genomes.bin.10,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ077.WuYW8.10.dereplicated_genomes.bin.74,Bacteria,4484-113,4484-113,4484-113,,,
FDZ081.BeBeG0.2.dereplicated_genomes.bin.29,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ081.BeBeG14.16.dereplicated_genomes.bin.21,Bacteria,Elusimicrobiota,,,,,
FDZ081.BeBeG16.18.dereplicated_genomes.bin.109,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ081.BeBeG16.18.dereplicated_genomes.bin.18,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
FDZ081.BeBeG16.18.dereplicated_genomes.bin.26,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
FDZ081.BeBeG16.18.dereplicated_genomes.bin.27,Bacteria,OLB16,OLB16,SURF-12,SURF-12,,
FDZ081.BeBeG16.18.dereplicated_genomes.bin.55,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081.BeBeG26.28.dereplicated_genomes.bin.15,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ081.BeBeG26.28.dereplicated_genomes.bin.2,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ081.BeBeG26.28.dereplicated_genomes.bin.34,Bacteria,,,,,,
FDZ081.BeBeG26.28.dereplicated_genomes.bin.92,Bacteria,,,,,,
FDZ081.WBaG0.2.dereplicated_genomes.bin.12,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,SZUA-3,
FDZ081.WBaG0.2.dereplicated_genomes.bin.27,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,,
FDZ081.WBaG0.2.dereplicated_genomes.bin.40,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,SPGG2,,
FDZ081.WBaG4.6.dereplicated_genomes.bin.24,Bacteria,Acidobacteriota,Mor1,,,,
FDZ081.WBaG4.6.dereplicated_genomes.bin.38,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
FDZ081.WBaG4.6.dereplicated_genomes.bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ081.WBaG6.8.dereplicated_genomes.bin.15,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,,
FDZ081.WBu0.2.dereplicated_genomes.bin.20,Bacteria,FCPU426,,,,,
FDZ081.WBu0.2.dereplicated_genomes.bin.24,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081.WBu0.2.dereplicated_genomes.bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ081.WBu0.2.dereplicated_genomes.bin.31,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ081.WBu0.2.dereplicated_genomes.bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-2729495,GCA-2729495,,
FDZ081.WBu0.2.dereplicated_genomes.bin.46,Bacteria,Dependentiae,Babeliae,Babeliales,,,
FDZ081.WBu0.2.dereplicated_genomes.bin.48,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ081.WBu0.2.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Alphaproteobacteria,SMXP01,SMXP01,,
FDZ081.WW0.2.dereplicated_genomes.bin.14,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ081.WW0.2.dereplicated_genomes.bin.27,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ081.WW0.2.dereplicated_genomes.bin.46,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ081.WW2.4.dereplicated_genomes.bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ081.WW2.4.dereplicated_genomes.bin.5,Bacteria,JdFR-76,JdFR-76,JdFR-76,,,
FDZ081.WWW4.6.dereplicated_genomes.bin.38,Bacteria,Acidobacteriota,Mor1,,,,
FDZ081.WWW4.6.dereplicated_genomes.bin.59,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ081.WWW4.6.dereplicated_genomes.bin.60,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ081.WWW4.6.dereplicated_genomes.bin.71,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,,,
