Name,classification,Phylum,Class,Order,family,genus,species
FDZ076BkWG2022dereplicatedgenomesbin18,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,W1033,
FDZ076BkWG2224dereplicatedgenomesbin33,Bacteria,Nitrospirota,Nitrospiria,JACQBZ01,JACQBZ01,,
FDZ076BkWG2224dereplicatedgenomesbin61,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,JACPXS01,
FDZ076BkWG2426dereplicatedgenomesbin137,Bacteria,Elusimicrobiota,,,,,
FDZ076BkWG2426dereplicatedgenomesbin18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,,
FDZ076BkWG2426dereplicatedgenomesbin45,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,SMWN01,
FDZ076BkWG2628dereplicatedgenomesbin101,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ076BkWG2628dereplicatedgenomesbin107,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,B8-G4,
FDZ076BkWG2628dereplicatedgenomesbin137,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,
FDZ076BkWG2628dereplicatedgenomesbin24,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6522,UBA6522,SMWC01,SMWC01 sp004357505
FDZ076BkWG2628dereplicatedgenomesbin41,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,
FDZ076BkWG2628dereplicatedgenomesbin56,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ076BkWG2628dereplicatedgenomesbin8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,
FDZ076BkWG2628dereplicatedgenomesbin83,Bacteria,Latescibacterota,UBA2968,UBA2968,UBA2968,,
FDZ076BkWG3436dereplicatedgenomesbin13,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076BkWG3436dereplicatedgenomesbin5,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,,
FDZ076GGR02dereplicatedgenomesbin108,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ076GGR02dereplicatedgenomesbin127,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ076GGR02dereplicatedgenomesbin64,Bacteria,Acidobacteriota,UBA890,UBA890,UBA890,,
FDZ076GGR1416dereplicatedgenomesbin2,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,01-FULL-49-22b,
FDZ076GGR1416dereplicatedgenomesbin37,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076GGR1416dereplicatedgenomesbin7,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ076GGR1618dereplicatedgenomesbin48,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076GGR68dereplicatedgenomesbin67,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Aliikangiella,
FDZ076GGR810dereplicatedgenomesbin43,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ076GGR810dereplicatedgenomesbin83,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ076RBkR1618dereplicatedgenomesbin22,Bacteria,Nitrospirota,Nitrospiria,SBBL01,JAADHI01,,
FDZ076RBkR1618dereplicatedgenomesbin6,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,F11,
FDZ076RGWu02dereplicatedgenomesbin31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP110,
FDZ076RGWu1012dereplicatedgenomesbin115,Bacteria,Omnitrophota,Koll11,JACQQV01,JACQQV01,,
FDZ076RGWu1012dereplicatedgenomesbin142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,
FDZ076RGWu1012dereplicatedgenomesbin31,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ076RGWu1012dereplicatedgenomesbin5,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ076RGWu1012dereplicatedgenomesbin77,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,,
FDZ076RGWu1012dereplicatedgenomesbin87,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ076RGWu1214dereplicatedgenomesbin24,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ076RGWu1214dereplicatedgenomesbin53,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ076RGWu1214dereplicatedgenomesbin86,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076RGWu1214dereplicatedgenomesbin89,Bacteria,GCA-001730085,,,,,
FDZ076RGWu1214dereplicatedgenomesbin92,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,,,
FDZ076RGWu1416dereplicatedgenomesbin101,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ076RGWu1416dereplicatedgenomesbin99,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ076RGWu24dereplicatedgenomesbin140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002726655,
FDZ076RGWu24dereplicatedgenomesbin82,Bacteria,Poribacteria,WGA-4E,WGA-4E,PCPOR2b,,
FDZ076RGWu2022dereplicatedgenomesbin81,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JABISG01,
FDZ076RGWu2022dereplicatedgenomesbin90,Bacteria,Nitrospirota,Nitrospiria,JACQBZ01,JACQBZ01,,
FDZ076RGWu2224dereplicatedgenomesbin90,Bacteria,Nitrospirota,JACRHL01,,,,
FDZ076RGWu2224dereplicatedgenomesbin92,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076RGWu2426dereplicatedgenomesbin89,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ076RGWu2628dereplicatedgenomesbin102,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076RGWu2628dereplicatedgenomesbin125,Bacteria,Omnitrophota,Koll11,1-14-0-20-64-10,1-14-0-20-64-10,,
FDZ076RGWu2628dereplicatedgenomesbin140,Bacteria,Bdellovibrionota,FAC87,UBA2466,,,
FDZ076RGWu2628dereplicatedgenomesbin157,Bacteria,4484-113,,,,,
FDZ076RGWu2628dereplicatedgenomesbin45,Bacteria,Planctomycetota,Planctomycetia,Pan216,Pan216,,
FDZ076RGWu2628dereplicatedgenomesbin82,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA1977,,
FDZ076RGWu2628dereplicatedgenomesbin98,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,JACPXS01,
FDZ076RGWu2830dereplicatedgenomesbin4,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076RGWu46dereplicatedgenomesbin184,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,,
FDZ076RGWu46dereplicatedgenomesbin19,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ076RGWu46dereplicatedgenomesbin35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ076RGWu46dereplicatedgenomesbin41,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ076RGWu46dereplicatedgenomesbin45,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ076RGWu68dereplicatedgenomesbin5,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,BMS3ABIN03,
FDZ076RGWu68dereplicatedgenomesbin9,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ076RRW02dereplicatedgenomesbin14,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ076RRW2022dereplicatedgenomesbin2,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ076RRW2022dereplicatedgenomesbin5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,SMXR01,
FDZ076RRW46dereplicatedgenomesbin32,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076WRG02dereplicatedgenomesbin139,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ076WRG02dereplicatedgenomesbin145,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ076WRG02dereplicatedgenomesbin169,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,
FDZ076WRG02dereplicatedgenomesbin170,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
FDZ076WRG02dereplicatedgenomesbin178,Bacteria,Planctomycetota,UBA8742,SKZP01,,,
FDZ076WRG02dereplicatedgenomesbin99,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ076WRG1214dereplicatedgenomesbin59,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,CAIYRG01,
FDZ076WRG1416dereplicatedgenomesbin18,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PLA5,,
FDZ076WRG1416dereplicatedgenomesbin57,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,F11,
FDZ076WRG1416dereplicatedgenomesbin94,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ076WRG24dereplicatedgenomesbin128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,
FDZ076WRG2022dereplicatedgenomesbin46,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ076WRG46dereplicatedgenomesbin26,Bacteria,Acidobacteriota,UBA6911,RPQK01,,,
FDZ076WRG46dereplicatedgenomesbin91,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ076WRG810dereplicatedgenomesbin91,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,SLHB01,,
FDZ076WRG810dereplicatedgenomesbin97,Bacteria,Patescibacteria,Paceibacteria,,,,
FDZ076WWWu1416dereplicatedgenomesbin21,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ076WWWu24dereplicatedgenomesbin40,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,NORP154,
FDZ076WWWu24dereplicatedgenomesbin84,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ076WWWu2224dereplicatedgenomesbin7,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076WWWu46dereplicatedgenomesbin26,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rubricoccaceae,,
FDZ076WWWu810dereplicatedgenomesbin26,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ076WWWu810dereplicatedgenomesbin6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,SMXR01,SMXR01 sp004356215
FDZ076Wu24dereplicatedgenomesbin42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,NORP154,
FDZ076Wu68dereplicatedgenomesbin10,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,UBA1369,JAHJEW01,
FDZ076Wu68dereplicatedgenomesbin101,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ076Wu68dereplicatedgenomesbin17,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ076Wu68dereplicatedgenomesbin22,Bacteria,Proteobacteria,Alphaproteobacteria,SMXS01,SMXS01,SMXS01,
FDZ076Wu68dereplicatedgenomesbin32,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
FDZ076Wu68dereplicatedgenomesbin41,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
FDZ076Wu68dereplicatedgenomesbin44,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,DC-out156,
FDZ076Wu68dereplicatedgenomesbin49,Bacteria,SAR324,SAR324,SAR324,,,
FDZ076Wu68dereplicatedgenomesbin69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,DT-91,,
FDZ076Wu68dereplicatedgenomesbin7,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
FDZ076Wu68dereplicatedgenomesbin8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ076Wu68dereplicatedgenomesbin83,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,,
FDZ076YWA1214dereplicatedgenomesbin32,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,N075bin58,
FDZ076YWA1416dereplicatedgenomesbin38,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ076YWA1618dereplicatedgenomesbin41,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ076YWA1618dereplicatedgenomesbin5,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,JACQFV01,
FDZ076YWA1618dereplicatedgenomesbin61,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ076YWC02dereplicatedgenomesbin31,Bacteria,Chlamydiota,Chlamydiia,JAAKFQ01,,,
FDZ076YWC02dereplicatedgenomesbin71,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,SZUA-3,
FDZ076YWC24dereplicatedgenomesbin23,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,NP936,
FDZ076YWC46dereplicatedgenomesbin4,Bacteria,Bacteroidota,Bacteroidia,,,,
FDZ076YWC68dereplicatedgenomesbin18,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,
FDZ076YWWu1012dereplicatedgenomesbin12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ076YWWu810dereplicatedgenomesbin19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
FDZ076YWWu810dereplicatedgenomesbin2,Bacteria,UBA10199,UBA10199,2-02-FULL-50-16,,,
FDZ076YWWu810dereplicatedgenomesbin45,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ076YWWu810dereplicatedgenomesbin5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ077WuWW02dereplicatedgenomesbin176,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,SMWN01,
FDZ077WuWW02dereplicatedgenomesbin72,Bacteria,SM23-31,,,,,
FDZ077WuWW02dereplicatedgenomesbin82,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,UBA2165,
FDZ077WuWW1012dereplicatedgenomesbin120,Bacteria,Planctomycetota,SZUA-567,H5-PLA8,,,
FDZ077WuWW1012dereplicatedgenomesbin144,Bacteria,Planctomycetota,Brocadiae,CAIUPP01,,,
FDZ077WuWW1012dereplicatedgenomesbin153,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,UBA2170,
FDZ077WuWW1012dereplicatedgenomesbin166,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ077WuWW1012dereplicatedgenomesbin174,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA2020,,
FDZ077WuWW1012dereplicatedgenomesbin41,Bacteria,Proteobacteria,Alphaproteobacteria,SMXQ01,SMXQ01,,
FDZ077WuWW1214dereplicatedgenomesbin110,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ077WuWW1820dereplicatedgenomesbin113,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,XYB1-40-15,
FDZ077WuWW1820dereplicatedgenomesbin124,Bacteria,CG03,SLGR01,SLGR01,JAFGSA01,,
FDZ077WuWW1820dereplicatedgenomesbin13,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,JAAYXY01,
FDZ077WuWW1820dereplicatedgenomesbin29,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
FDZ077WuWW1820dereplicatedgenomesbin37,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,,
FDZ077WuWW1820dereplicatedgenomesbin4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
FDZ077WuWW1820dereplicatedgenomesbin62,Bacteria,Atribacterota,JS1,SB-45,34-128,,
FDZ077WuWW1820dereplicatedgenomesbin73,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ077WuWW46dereplicatedgenomesbin14,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,,
FDZ077WuWW46dereplicatedgenomesbin19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ077WuWW46dereplicatedgenomesbin22,Bacteria,Planctomycetota,SZUA-567,SZUA-567,,,
FDZ077WuWW46dereplicatedgenomesbin24,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,NORP154,
FDZ077WuWW46dereplicatedgenomesbin26,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ077WuWW46dereplicatedgenomesbin3,Bacteria,Proteobacteria,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
FDZ077WuWW46dereplicatedgenomesbin35,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,GCA-2746185,
FDZ077WuWW46dereplicatedgenomesbin4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ077WuWW46dereplicatedgenomesbin41,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ077WuWW46dereplicatedgenomesbin44,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002726655,
FDZ077WuWW46dereplicatedgenomesbin46,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ077WuWW46dereplicatedgenomesbin71,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,JAFGMP01,
FDZ077WuWW46dereplicatedgenomesbin83,Bacteria,SAR324,SAR324,SAR324,,,
FDZ077WuWW46dereplicatedgenomesbin89,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ077WuYW1416dereplicatedgenomesbin3,Bacteria,SM23-31,SM23-31,SM23-31,SM23-31,,
FDZ077WuYW1416dereplicatedgenomesbin74,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-38,,
FDZ077WuYW1618dereplicatedgenomesbin110,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ077WuYW1618dereplicatedgenomesbin41,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ077WuYW1618dereplicatedgenomesbin43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ077WuYW1618dereplicatedgenomesbin60,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ077WuYW810dereplicatedgenomesbin10,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,JACQFV01,
FDZ077WuYW810dereplicatedgenomesbin74,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,,
FDZ081BeBeG02dereplicatedgenomesbin29,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,BMS3ABIN03,
FDZ081BeBeG1416dereplicatedgenomesbin21,Bacteria,Elusimicrobiota,,,,,
FDZ081BeBeG1618dereplicatedgenomesbin109,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ081BeBeG1618dereplicatedgenomesbin18,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA2166,,
FDZ081BeBeG1618dereplicatedgenomesbin26,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
FDZ081BeBeG1618dereplicatedgenomesbin27,Bacteria,OLB16,OLB16,SURF-12,SURF-12,,
FDZ081BeBeG1618dereplicatedgenomesbin55,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081BeBeG2628dereplicatedgenomesbin15,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,JACQFV01,
FDZ081BeBeG2628dereplicatedgenomesbin2,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ081BeBeG2628dereplicatedgenomesbin34,Bacteria,UBP18,UBA7526,UBA7526,UBA7526,,
FDZ081BeBeG2628dereplicatedgenomesbin92,Bacteria,GCA-001730085,,,,,
FDZ081WBaG02dereplicatedgenomesbin12,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,SZUA-3,
FDZ081WBaG02dereplicatedgenomesbin27,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,W1033,
FDZ081WBaG02dereplicatedgenomesbin40,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,SPGG2,SZUA-472,
FDZ081WBaG46dereplicatedgenomesbin24,Bacteria,Acidobacteriota,Mor1,,,,
FDZ081WBaG46dereplicatedgenomesbin38,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
FDZ081WBaG46dereplicatedgenomesbin9,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,,,
FDZ081WBaG68dereplicatedgenomesbin15,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,N075bin58,
FDZ081WBu02dereplicatedgenomesbin20,Bacteria,FCPU426,JAAXVQ01,,,,
FDZ081WBu02dereplicatedgenomesbin24,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ081WBu02dereplicatedgenomesbin26,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ081WBu02dereplicatedgenomesbin31,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ081WBu02dereplicatedgenomesbin33,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-2729495,GCA-2729495,SMWD01,
FDZ081WBu02dereplicatedgenomesbin46,Bacteria,Dependentiae,Babeliae,Babeliales,,,
FDZ081WBu02dereplicatedgenomesbin48,Bacteria,Sumerlaeota,Sumerlaeia,MVZB01,MVZB01,,
FDZ081WBu02dereplicatedgenomesbin8,Bacteria,Proteobacteria,Alphaproteobacteria,SMXP01,SMXP01,SMXP01,
FDZ081WW02dereplicatedgenomesbin14,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ081WW02dereplicatedgenomesbin27,Bacteria,Krumholzibacteriota,Krumholzibacteria,WVZY01,,,
FDZ081WW02dereplicatedgenomesbin46,Bacteria,Krumholzibacteriota,Krumholzibacteria,WVZY01,,,
FDZ081WW24dereplicatedgenomesbin11,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXR01,SMXR01,
FDZ081WW24dereplicatedgenomesbin5,Bacteria,JdFR-76,JdFR-76,JdFR-76,DREG01,,
FDZ081WWW46dereplicatedgenomesbin38,Bacteria,Acidobacteriota,Mor1,JACPZX01,,,
FDZ081WWW46dereplicatedgenomesbin59,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ081WWW46dereplicatedgenomesbin60,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,BMS3ABIN03,
FDZ081WWW46dereplicatedgenomesbin71,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,N074bin48,,
FDZ081Wu02dereplicatedgenomesbin10,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081Wu02dereplicatedgenomesbin103,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pukyongia,
FDZ081Wu02dereplicatedgenomesbin104,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ081Wu02dereplicatedgenomesbin105,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,LZORAL124-64-63,
FDZ081Wu02dereplicatedgenomesbin107,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081Wu02dereplicatedgenomesbin108,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,,
FDZ081Wu02dereplicatedgenomesbin110,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,SMXJ01,
FDZ081Wu02dereplicatedgenomesbin113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
FDZ081Wu02dereplicatedgenomesbin123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
FDZ081Wu02dereplicatedgenomesbin125,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP110,
FDZ081Wu02dereplicatedgenomesbin126,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,,
FDZ081Wu02dereplicatedgenomesbin128,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA10347,UBA10347,
FDZ081Wu02dereplicatedgenomesbin129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ081Wu02dereplicatedgenomesbin13,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,
FDZ081Wu02dereplicatedgenomesbin14,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,
FDZ081Wu02dereplicatedgenomesbin16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JABDKJ01,JABDLZ01,
FDZ081Wu02dereplicatedgenomesbin17,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
FDZ081Wu02dereplicatedgenomesbin2,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ081Wu02dereplicatedgenomesbin21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,DC-out156,
FDZ081Wu02dereplicatedgenomesbin22,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,JACOMS01,
FDZ081Wu02dereplicatedgenomesbin24,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,
FDZ081Wu02dereplicatedgenomesbin26,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
FDZ081Wu02dereplicatedgenomesbin27,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,,,
